Numer                                       wpisu;Imiê i nazwisko lub nazwa inwestora;Data wpisu;Adres;Rodzaj;opis;typ;Data wniosku;Nr               wniosku;Nr               decyzji;Data decyzji;Rok wniosku;Miesi¹c wniosku;data;Czas rozpatrzenia
1031;;2011-05-13;Balladyny;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-03-17;lis-16;813/11;2011-05-13;2011;3;2011-03-01;42
1033;;2011-05-13;PrzyjaŸni 115-119;bud.o trzech i wiêcej mieszkaniach;budowa wielorodzinnego budynku mieszkalno-us³ugowego;nowe;2011-03-08;lis-78;815/11;2011-05-13;2011;3;2011-03-01;49
1043;;2011-05-16;Maœlice;bud.o dwóch mieszkaniach;budowa zespo³u 8 budynków miesz.jedn.szereg.;nowe;2011-03-17;lis-91;824/11;2011-05-16;2011;3;2011-03-01;43
1044;;2011-05-16;Wys³oucha Seweryna 1;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-02-22;lis-69;825/11;2011-05-16;2011;2;2011-02-01;60
1046;;2011-05-16;Potokowa 39-45;bud.mieszkalne jednorodzinne;;nowe;2011-02-25;lis-60;827/11;2011-05-16;2011;2;2011-02-01;57
1047;;2011-05-17;K³okoczycka;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.;nowe;2011-03-03;lis-15;lis-68;2011-05-17;2011;3;2011-03-01;54
1065;;2011-05-17;Hermanowska 69A;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego w zabudowie bli¿niaczej;nowe;2011-03-14;lis-98;829/11;2011-05-17;2011;3;2011-03-01;47
1099;;2011-05-19;Grodzieñska 4B;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2011-03-15;lis-27;850/11;2011-05-19;2011;3;2011-03-01;48
1109;;2011-05-20;Jagodno;bud.mieszkalne jednorodzinne;budowa domu jednorodz.;nowe;2011-03-09;lis-32;853/11;2011-05-20;2011;3;2011-03-01;53
1110;;2011-05-20;Boiskowa 4A;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego;nowe;2011-03-21;lis-52;854/11;2011-05-20;2011;3;2011-03-01;45
1127;;2011-05-23;Buforowa;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkal;nowe;2011-03-23;lis-36;858/11;2011-05-23;2011;3;2011-03-01;44
1128;;2011-05-23;Jutrzenki;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2011-03-21;lis-57;859/11;2011-05-23;2011;3;2011-03-01;46
1149;;2011-05-24;O³taszyñska;bud.o trzech i wiêcej mieszkaniach;budowa wielorodz.bud.mieszkal.;nowe;2010-04-30;14538/10;868/11;2011-05-24;2010;4;2010-04-01;278
1151;;2011-05-24;Rybnicka 61;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków wielorodzinnych;nowe;2011-03-23;lis-46;870/11;2011-05-24;2011;3;2011-03-01;45
1152;;2011-05-25;Jaworskiego Iwo 2;bud.mieszkalne jednorodzinne;budowa jednorodz.bud.mieszkal.z wy³.przey³.;nowe;2011-04-18;12572/11;284/11;2011-05-25;2011;4;2011-04-01;28
1154;;2011-05-25;Maleczyñskich Ewy i Karola 127;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-04-18;12667/11;286/11;2011-05-25;2011;4;2011-04-01;28
1155;;2011-05-25;Twardogórska 2;bud.o trzech i wiêcej mieszkaniach;nadbudowa i rozbud.bud.gospodar.oraz przebud.kondygnacji ;nowe;2011-04-15;12564/11;288/11;2011-05-25;2011;4;2011-04-01;29
1156;;2011-05-25;Wêdkarzy;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2011-05-13;15949/11;292/11;2011-05-25;2011;5;2011-05-01;9
1164;;2011-05-25;Krzeszowska;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-03-11;lis-27;875/11;2011-05-25;2011;3;2011-03-01;54
1173;;2011-05-26;Popielskiego Leona 19B;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodz.;nowe;2011-04-04;10725/11;312/11;2011-05-26;2011;4;2011-04-01;39
1176;;2011-05-26;Vivaldiego Antonio;bud.mieszkalne jednorodzinne;budowa zespo³u budynków jednorodzinnych ;nowe;2011-03-25;lis-92;876/11;2011-05-26;2011;3;2011-03-01;45
1177;;2011-05-26;We³niana 69;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych;nowe;2011-02-28;lis-79;877/11;2011-05-26;2011;2;2011-02-01;64
1181;;2011-05-27;Krzelowska 37;bud.mieszkalne jednorodzinne;budowa budynku mieszkal.jednorodz.;nowe;2011-04-08;11554/11;323/11;2011-05-27;2011;4;2011-04-01;36
1197;;2011-05-30;Czapliñskiego W³adys³awa 35;bud.mieszkalne jednorodzinne;budowa jednorodzinnego budynku mieszkalnego;nowe;2011-04-05;10905/11;342/11;2011-05-30;2011;4;2011-04-01;40
1201;;2011-05-30;Czekoladowa 52;bud.gara¿y;budowa budynku gara¿owo-gospodarczego;nowe;2011-04-11;11763/11;351/11;2011-05-30;2011;4;2011-04-01;36
1205;;2011-05-30;O³taszyñska 71C;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego wolno stoj¹cego z gara¿em ;nowe;2011-04-28;14043/11;359/11;2011-05-30;2011;4;2011-04-01;23
1209;;2011-05-30;Wilkszyñska;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-03-23;lis-39;883/11;2011-05-30;2011;3;2011-03-01;49
1212;;2011-05-30;Kamieñskiego Henryka Micha³a 62A;bud.o dwóch mieszkaniach;budowa budynku mieszkal.jednorodzinnego o 2-lokalach mieszk;nowe;2011-03-29;lis-66;886/11;2011-05-30;2011;3;2011-03-01;45
1222;;2011-05-31; ;bud.o trzech i wiêcej mieszkaniach;budowa kompleksu ma³ych domów mieszkalnych ;nowe;2011-04-05;11005/11;372/11;2011-05-31;2011;4;2011-04-01;41
1225;;2011-06-01;Dworska;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-04-20;13047/11;373/11;2011-06-01;2011;4;2011-04-01;31
1226;;2011-06-01;Jutrzenki;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-04-07;11424/11;374/11;2011-06-01;2011;4;2011-04-01;40
1235;;2011-06-01;Jutrzenki;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-04-07;11425/11;390/11;2011-06-01;2011;4;2011-04-01;40
1238;;2011-06-01;We³niana 31;bud.mieszkalne jednorodzinne;budynek jednorodzinny z us³ug¹;nowe;2011-02-21;lis-93;892/11;2011-06-01;2011;2;2011-02-01;73
1248;;2011-06-02;Poœwiêcka 53;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u dwóch budynków mieszkalnych;nowe;2011-04-04;10839/11;401/11;2011-06-02;2011;4;2011-04-01;44
1250;;2011-06-02;Miejska 14;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-04-01;10607/11;404/11;2011-06-02;2011;4;2011-04-01;45
1252;;2011-06-02;Hoene-Wroñskiego Józefa Marii;bud.gara¿y;budowa zepo³u budynków sto³ówki i parkingu;nowe;2011-02-16;lis-88;898/11;2011-06-02;2011;2;2011-02-01;77
1253;;2011-06-02;Traugutta Romualda Gen. 72-78 ;bud.o trzech i wiêcej mieszkaniach;budowa fazy b zespo³u budynków us³ugowo-biurowo-apartament;nowe;2011-01-31;lis-12;899/11;2011-06-02;2011;1;2011-01-01;89
1255;;2011-06-03;Jahna Alfreda 2,4,6;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego z us³ugami;nowe;2011-04-26;13646/11;406/11;2011-06-03;2011;4;2011-04-01;29
1258;;2011-06-03;Partynicka 15;bud.mieszkalne jednorodzinne;budowa budynku us³ugowego z apartamentem ;nowe;2011-04-13;12130/11;411/11;2011-06-03;2011;4;2011-04-01;38
1265;;2011-06-06;Rajska 38A;bud.mieszkalne jednorodzinne;budowa czterech domów mieszkalnych;nowe;2011-04-08;11631/11;421/11;2011-06-06;2011;4;2011-04-01;42
1266;;2011-06-06;U³añska 66-68;bud.o trzech i wiêcej mieszkaniach;budowa dwóch budynków mieszkalnych;nowe;2011-04-01;10549/11;422/11;2011-06-06;2011;4;2011-04-01;47
1270;;2011-06-06;Nowodworska;bud.o trzech i wiêcej mieszkaniach;budowa os³ony œmietnikowej;nowe;2011-04-22;13460/11;433/11;2011-06-06;2011;4;2011-04-01;32
1285;;2011-06-07;Pe³czyñska 43;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno ;nowe;2011-04-07;11429/11;451/11;2011-06-07;2011;4;2011-04-01;44
1287;;2011-06-07;Marszowicka;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-05-16;16038/11;454/11;2011-06-07;2011;5;2011-05-01;17
1306;;2011-06-09;Skrzydlata 3-9;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego;nowe;2011-04-29;14348/11;480/11;2011-06-09;2011;4;2011-04-01;30
1307;;2011-06-09;Pwa³owice;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego ;nowe;2011-04-05;11021/11;481/11;2011-06-09;2011;4;2011-04-01;48
1309;;2011-06-09;Turniejowa;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego z us³ugami;nowe;2011-04-18;12671/11;484/11;2011-06-09;2011;4;2011-04-01;39
1311;;2011-06-10;Owczarska 82;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-04-19;12807/11;485/11;2011-06-10;2011;4;2011-04-01;39
1313;;2011-06-10;Brylantowa;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u dwóch budynków mieszkalnych wielorodz;nowe;2011-05-18;16429/11;489/11;2011-06-10;2011;5;2011-05-01;18
1318;;2011-06-10;Kokosowa;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego ;nowe;2011-05-27;17670/11;499/11;2011-06-10;2011;5;2011-05-01;11
1319;;2011-06-10;Jarociñska 62;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-04-11;11761/11;500/11;2011-06-10;2011;4;2011-04-01;45
1333;;2011-06-13;PrzyjaŸni;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych ;nowe;2011-04-08;11484/11;520/11;2011-06-13;2011;4;2011-04-01;47
1336;;2011-06-13;Brylantowa;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych wielor;nowe;2011-05-18;16428/11;528/11;2011-06-13;2011;5;2011-05-01;19
1344;;2011-06-13;Opatowicka;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2011-02-11;lis-33;904/11;2011-06-13;2011;2;2011-02-01;87
1346;;2011-06-14;Gêsia 16;bud.mieszkalne jednorodzinne;budowa budynku mieszkalno-us³ugowego;nowe;2011-03-17;lis-10;lis-80;2011-06-14;2011;3;2011-03-01;64
1348;;2011-06-14;Przesiecka 16,16A;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych;nowe;2011-04-08;11498/11;541/11;2011-06-14;2011;4;2011-04-01;48
1352;;2011-06-14;Belgradzka 3;bud.gara¿y;budowa gara¿u wolno stoj¹cego;nowe;2011-04-18;12672/11;545/11;2011-06-14;2011;4;2011-04-01;42
1359;;2011-06-14;Owczarska 78;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-04-15;12462/11;553/11;2011-06-14;2011;4;2011-04-01;43
1362;;2011-06-14;Wêgierska 13;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego wolno stojacego;nowe;2011-04-13;12034/11;558/11;2011-06-14;2011;4;2011-04-01;45
1368;;2011-06-14;Orawska 14;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-05-16;16138/11;568/11;2011-06-14;2011;5;2011-05-01;22
1369;;2011-06-14;Wolfkego Mieczys³awa 10;bud.mieszkalne jednorodzinne;budowa jednorodzinnego budynku mieszkalnego;nowe;2011-04-29;14354/11;569/11;2011-06-14;2011;4;2011-04-01;33
1370;;2011-06-14;Miejska 5A;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-03-25;lis-91;906/11;2011-06-14;2011;3;2011-03-01;58
1372;;2011-06-15;Trawowa;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-04-18;12673/11;571/11;2011-06-15;2011;4;2011-04-01;43
1376;;2011-06-15;Jagodno;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-04-29;14259/11;581/11;2011-06-15;2011;4;2011-04-01;34
1378;;2011-06-15;Waniliowa;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego ;nowe;2011-04-13;12176/11;583/11;2011-06-15;2011;4;2011-04-01;46
1386;;2011-06-15;P³u¿na;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-05-23;17019/11;594/11;2011-06-15;2011;5;2011-05-01;18
1419;;2011-06-17;Lewa 29;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-04-13;12183/11;635/11;2011-06-17;2011;4;2011-04-01;48
1432;;2011-06-17;Wêgierska 1;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-03-25;lis-89;911/11;2011-06-17;2011;3;2011-03-01;61
1437;;2011-06-20;Parafialna 60-66;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych wielorodzinnych z parkingiem podziemnym;nowe;2010-10-19;35115/10;913/11;2011-06-20;2010;10;2010-10-01;175
1449;;2011-06-21;Pakos³awska 11;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego;nowe;2011-04-21;13245/11;679/11;2011-06-21;2011;4;2011-04-01;44
1455;;2011-06-21;Morelowskiego Mariana 2;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-03-24;lis-61;915/11;2011-06-21;2011;3;2011-03-01;64
1462;;2011-06-22;Cementowa 3;bud.o trzech i wiêcej mieszkaniach;budowa budynków mieszkalnych wielorodzinnych ;nowe;2011-04-22;13537/11;704/11;2011-06-22;2011;4;2011-04-01;44
1466;;2011-06-22;Dró¿nicza 87;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u bud mieszkalnych wielorodzinnych;nowe;2011-05-09;15156/11;709/11;2011-06-22;2011;5;2011-05-01;33
1473;;2011-06-24;Stra¿acka 44;bud.mieszkalne jednorodzinne;budowa budynku mieszk.jednorodz.;nowe;2011-04-21;13167/11;728/11;2011-06-24;2011;4;2011-04-01;47
1475;;2011-06-24;Centralna 9;bud.mieszkalne jednorodzinne;budowa budynku mieszk.wolno stojacego.;nowe;2011-04-06;11200/11;732/11;2011-06-24;2011;4;2011-04-01;58
1480;;2011-06-27;Piêkna 5;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszk wielorodzinnych ;nowe;2010-12-01;40249/10;919/11;2011-06-27;2010;12;2010-12-01;149
1483;;2011-06-28;Przedœwit;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u domów mieszk.wielorodzinnych;nowe;2011-05-25;17506/11;750/11;2011-06-28;2011;5;2011-05-01;25
1508;;2011-06-30;Kminkowa;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-04-28;14114/11;795/11;2011-06-30;2011;4;2011-04-01;46
1551;;2011-07-05;Œlê¿na 116;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego;nowe;2011-05-18;16442/11;872/11;2011-07-05;2011;5;2011-05-01;35
1552;;2011-07-05;Miechowska 20;bud.mieszkalne jednorodzinne;budowa 2 budynków jenorodz. w zabudowie blizniaczej;nowe;2011-05-02;14525/11;874/11;2011-07-05;2011;5;2011-05-01;47
1558;;2011-07-06;Wittek Marii Genera³;bud.mieszkalne jednorodzinne;zespó³ budynków mieszkalnych jednorodzinnych;nowe;2011-06-07;19243/11;882/11;2011-07-06;2011;6;2011-06-01;22
1571;;2011-07-07;Chodkiewicza Jana Karola 20;bud.mieszkalne jednorodzinne;dec.odmowa-budynek jednorodz.;nowe;2011-05-25;17375/11;912/11;2011-07-07;2011;5;2011-05-01;32
1591;;2011-07-11;Stajenna 6;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych ;nowe;2011-06-10;19848/11;968/11;2011-07-11;2011;6;2011-06-01;22
1600;;2011-07-11;Wiñska;bud.mieszkalne jednorodzinne;budowa jednorodzinnego budynku mieszkalnego;nowe;2011-05-19;16600/11;987/11;2011-07-11;2011;5;2011-05-01;38
1601;;2011-07-12;Krawiecka 6-8;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszk-us³ugowego wielorodzinnego;nowe;2011-03-18;lis-20;923/11;2011-07-12;2011;3;2011-03-01;83
1619;;2011-07-13;Staroœciñska 1;bud.mieszkalne jednorodzinne;dec.odmowa-budynek jednorodzinny;nowe;2011-04-05;11020/11;1019/11;2011-07-13;2011;4;2011-04-01;72
1620;;2011-07-13;Kominiarska;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-06-03;18889/11;1020/11;2011-07-13;2011;6;2011-06-01;29
1629;;2011-07-13;Motylkowa 60;bud.mieszkalne jednorodzinne;budowa wolno stoj¹cego budynku jednorodzinnego ;nowe;2011-06-07;19151/11;1034/11;2011-07-13;2011;6;2011-06-01;27
1630;;2011-07-13;Jesionowa 40;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego ;nowe;2011-04-29;14340/11;1038/11;2011-07-13;2011;4;2011-04-01;54
1661;;2011-07-15;Ekspresowa;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2011-06-17;20816/11;1083/11;2011-07-15;2011;6;2011-06-01;21
1668;;2011-07-18;£ososiowicka;bud.mieszkalne jednorodzinne;budowa jednorodzinnego budynku mieszkalnego;nowe;2011-04-20;13100/11;1093/11;2011-07-18;2011;4;2011-04-01;64
1670;;2011-07-18;Kominiarska 57;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-04-29;14337/11;1097/11;2011-07-18;2011;4;2011-04-01;57
1672;;2011-07-18;¯ó³kiewskiego Stanis³awa 5;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-06-14;20217/11;1102/11;2011-07-18;2011;6;2011-06-01;25
1684;;2011-07-19;Przesiecka 37;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-04-21;13357/11;1115/11;2011-07-19;2011;4;2011-04-01;64
1690;;2011-07-19;Rêdziñska;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-05-06;15021/11;1123/11;2011-07-19;2011;5;2011-05-01;53
1692;;2011-07-19;Nowogródzka;bud.mieszkalne jednorodzinne;budowa zespo³u budynków mieszkalnych;nowe;2011-05-26;17659/11;1126/11;2011-07-19;2011;5;2011-05-01;39
1696;;2011-07-19;Paderewskiego Ignacego Jana Al. 27A;bud.mieszkalne jednorodzinne;przebudowa budynku mieszkalnego jednorodzinnego;nowe;2011-05-16;16123/11;1130/11;2011-07-19;2011;5;2011-05-01;47
1704;;2011-07-20;Czapliñskiego W³adys³awa 39;bud.mieszkalne jednorodzinne;budowa jadnorodzinnego budynku mieszkalnego;nowe;2011-06-22;21279/11;1141/11;2011-07-20;2011;6;2011-06-01;21
1724;;2011-07-21;Paw³owice;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego wolno stoj¹cego z gara¿em ;nowe;2011-05-20;16958/11;1168/11;2011-07-21;2011;5;2011-05-01;45
1729;;2011-07-21;Kamiennogórska;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-05-10;15362/11;1181/11;2011-07-21;2011;5;2011-05-01;53
1730;;2011-07-21;Kamiennogórska 52A;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-05-10;15363/11;1182/11;2011-07-21;2011;5;2011-05-01;53
1745;;2011-07-22;Deszczowa 40C;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-04-19;12966/11;1204/11;2011-07-22;2011;4;2011-04-01;69
1750;;2011-07-22;Marszowice;bud.mieszkalne jednorodzinne;budowa jednorodzinnego budynku mieszkalnego;nowe;2011-06-01;18492/11;1212/11;2011-07-22;2011;6;2011-06-01;38
1763;;2011-07-26;Makuszyñskiego Kornela 18-20;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-04-27;13956/11;1241/11;2011-07-26;2011;4;2011-04-01;65
1765;;2011-07-26;Lubi¹ska;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-06-14;20202/11;1243/11;2011-07-26;2011;6;2011-06-01;31
1769;;2011-07-26;Lubi¹ska;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-06-14;20204/11;1249/11;2011-07-26;2011;6;2011-06-01;31
1774;;2011-07-26;Krajobrazowa;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno ;nowe;2011-04-07;11352/11;1259/11;2011-07-26;2011;4;2011-04-01;79
1782;;2011-07-27;Ba³kañska;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego oraz budynku gospod;nowe;2011-05-13;15912/11;1273/11;2011-07-27;2011;5;2011-05-01;54
1796;;2011-07-28;Kleciñska;bud.mieszkalne jednorodzinne;budowa oœmiu budynków jednorodzinnych ;nowe;2011-06-30;22318/11;1294/11;2011-07-28;2011;6;2011-06-01;21
1798;;2011-07-28;Sarnia 24;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2011-06-03;18729/11;1297/11;2011-07-28;2011;6;2011-06-01;40
1801;;2011-07-28;Sarnia;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-06-07;19224/11;1301/11;2011-07-28;2011;6;2011-06-01;38
1805;;2011-07-28;Steinhausa Hugona 11 ;bud.mieszkalne jednorodzinne;budowa 2-óch budynków mieszkalnych ;nowe;2011-06-03;18844/11;1308/11;2011-07-28;2011;6;2011-06-01;40
1813;;2011-07-28;Zalipie;bud.mieszkalne jednorodzinne;budowa zespo³u budynków mieszkal.;nowe;2011-06-02;18650/11;1316/11;2011-07-28;2011;6;2011-06-01;41
1820;;2011-07-29;Trawowa 41A;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych ;nowe;2011-07-14;24196/11;1332/11;2011-07-29;2011;7;2011-07-01;12
1821;;2011-07-29;Dmowskiego Romana;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalno-us³ugowego z galeri¹ medyczn¹;nowe;2011-04-07;11430/11;1333/11;2011-07-29;2011;4;2011-04-01;82
1832;;2011-07-29;£ukowa 5;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego ;nowe;2011-06-13;19906/11;1348/11;2011-07-29;2011;6;2011-06-01;35
1834;;2011-08-01;Lubi¹ska;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2011-03-22;lis-36;932/11;2011-08-01;2011;3;2011-03-01;95
1845;;2011-08-01;Motylkowa 62;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2011-06-14;20249/11;1376/11;2011-08-01;2011;6;2011-06-01;35
1847;;2011-08-02;Beskidzka;bud.o dwóch mieszkaniach;budowa dwóch budynków mieszkal;nowe;2011-05-30;17869/11;1380/11;2011-08-02;2011;5;2011-05-01;47
1854;;2011-08-02;Jutrzenki;bud.mieszkalne jednorodzinne;budynki jednorodz.w zab.bliŸniaczej;nowe;2011-07-04;22629/11;1388/11;2011-08-02;2011;7;2011-07-01;22
1882;;2011-08-03;Ratajów 28;bud.mieszkalne jednorodzinne;budowa zespo³u budynków mieszkaln;nowe;2011-06-01;18326/11;1435/11;2011-08-03;2011;6;2011-06-01;46
1887;;2011-08-04;Sojowa 1;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-06-21;21209/11;1443/11;2011-08-04;2011;6;2011-06-01;33
1895;;2011-08-04;Rajska 38A;bud.mieszkalne jednorodzinne;budowa czterech domów jednorodzinnych w zabudowie bliŸniaczej;nowe;2011-06-07;19217/11;1452/11;2011-08-04;2011;6;2011-06-01;43
1903;;2011-08-05;Pawia 10;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-06-10;19830/11;1472/11;2011-08-05;2011;6;2011-06-01;41
1913;;2011-08-05;U³añska;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych;nowe;2011-06-08;19423/11;1487/11;2011-08-05;2011;6;2011-06-01;43
1920;;2011-08-05;Jednoœci Narodowej 43;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalno-us³ugowego;nowe;2011-05-02;14407/11;1496/11;2011-08-05;2011;5;2011-05-01;70
1944;;2011-08-09;Czajkowskiego Piotra 91A;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego;nowe;2011-06-15;20451/11;1541/11;2011-08-09;2011;6;2011-06-01;40
1960;;2011-08-10;Jarociñska 72;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2011-06-27;21704/11;1563/11;2011-08-10;2011;6;2011-06-01;33
1962;;2011-08-10;Sygna³owa 26;bud.mieszkalne jednorodzinne;budowa osiedla budynków mieszkalnych;nowe;2011-06-14;20142/11;1566/11;2011-08-10;2011;6;2011-06-01;42
1964;;2011-08-10;Popielskiego Leona 25A;bud.mieszkalne jednorodzinne;budynek jednorodz.;nowe;2011-06-14;20170/11;1568/11;2011-08-10;2011;6;2011-06-01;42
1968;;2011-08-10;Tunelowa;bud.mieszkalne jednorodzinne;budynek jednorodzinny;nowe;2011-06-07;19268/11;1577/11;2011-08-10;2011;6;2011-06-01;47
2000;;2011-08-12;Wereszyckiego Henryka 25;bud.o dwóch mieszkaniach;dom jednorodzinny;nowe;2011-07-19;24741/11;1623/11;2011-08-12;2011;7;2011-07-01;19
